Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
23/04/2020,DCC GOODLEIGH PRI-CP0693342GBP,Vimeo Plus,82.80,0.00,Mail Order / Direct Selling,Continuous subscriptions
23/04/2020,DCC GREENFIELDS-CP0697772GBP,ARGOS LTD,177.93,0.00,General Retail and Wholesale,Discount stores
23/04/2020,DCC GREENFIELDS-CP0697772GBP,Amazon.co.uk TQ1OO7GQ5,40.98,0.00,Mail Order / Direct Selling,Direct sales companies
23/04/2020,DCC HONITON-CP0715049GBP,EB  PRIMARY LANGUAGES,50.00,0.00,Miscellaneous Industrial/Commercial Supplies,Misc business services
23/04/2020,DCC ILFRACOMBE-CP0685961GBP,TESCO STORES 5291,60.00,0.00,General Retail and Wholesale,Grocery stores
23/04/2020,DCC LEARN DVN EXT-CP0707517GBP,PARCEL2GO.COM LTD,65.79,0.00,Mail and Courier Services,Courier services / freight forwarders
23/04/2020,DCC MAPLETON RES-CP0687802GBP,ASDA STORES LTD 5762,11.55,0.00,General Retail and Wholesale,Grocery stores
23/04/2020,DCC MAPLETON RES-CP0687802GBP,ASDA STORES LTD 5762,31.35,0.00,General Retail and Wholesale,Grocery stores
23/04/2020,DCC STOKE CANON PRI 0478811,AMZNMKTPLACE AMAZON.CO.UK,45.50,0.00,General Retail and Wholesale,Miscellaneous retail
23/04/2020,DCC STOKE CANON PRI 0478811,Amazon.co.uk QG8OR3RA5,22.95,0.00,Mail Order / Direct Selling,Direct sales companies
23/04/2020,DCC TEIGNBRIDGE-CP0684146GBP,SP   DIVAN BED WH,379.95,0.00,Computer Equipment & Services,Computer software stores
23/04/2020,DCC TEIGNBRIDGE-CP0684146GBP,WWW.GAME.CO.UK,274.97,0.00,General Retail and Wholesale,"Hobby, toy & game shops"
23/04/2020,DCC TEIGNBRIDGE-CP0684146GBP,ARGOS LTD,349.98,0.00,General Retail and Wholesale,Discount stores
23/04/2020,DCC TIVERTON HIGH-CP0686203GBP,WWW DELIGHTFULFLORA COM,14.18,0.00,Estate and Garden Services,Florists
23/04/2020,DCC TOTNES FULLFILLING LIVES S,AMZNMKTPLACE AMAZON.CO.UK,44.45,0.00,General Retail and Wholesale,Miscellaneous retail
23/04/2020,DCC UNITED SCH-CP0691296GBP,AMZNMktplace,16.99,0.00,General Retail and Wholesale,Miscellaneous retail
23/04/2020,DCC WEST EXE-CP0685673GBP,AMZNMktplace,12.00,0.00,General Retail and Wholesale,Miscellaneous retail
23/04/2020,DCC-APPLEDORE PRI-CP0693356GBP,HBH WOOLACOTTS,214.99,0.00,General Retail and Wholesale,Electronics shops
23/04/2020,DCC-ATKINSON UNIT-CP0630370GBP,AMAZON.CO.UK QW2QV9BP5 AM,29.99,0.00,General Retail and Wholesale,Miscellaneous retail
23/04/2020,DCC-ATKINSON UNIT-CP0630370GBP,AMZNMKTPLACE AMAZON.CO.UK,43.96,0.00,General Retail and Wholesale,Miscellaneous retail
23/04/2020,DCC-ATKINSON UNIT-CP0630370GBP,Amazon.co.uk UH4B80HD5,10.34,0.00,Mail Order / Direct Selling,Direct sales companies
23/04/2020,DCC-BARLEY LANE SCH-C0611313,POST OFFICE COUNTER,43.00,0.00,Mail and Courier Services,Postal services
23/04/2020,DCC-BARNES CHILDR-CP0770656GBP,AMZNMKTPLACE AMAZON.CO.UK,85.43,0.00,General Retail and Wholesale,Miscellaneous retail
23/04/2020,DCC-BARNES CHILDR-CP0770656GBP,TVLICENSING.CO.UK,157.50,0.00,Professional Services,Consultants & public relation services
23/04/2020,DCC-EARLY HELP-CP0752620GBP,AMZ BigGameHunters,-49.95,0.00,General Retail and Wholesale,Miscellaneous retail
23/04/2020,DCC-LADYSMITH INF-CP0696854GBP,NSPCC,31.50,0.00,Training and Educational,Schools
23/04/2020,DCC-RFI TEIGNBR-CP0687793GBP,ALEXANDRA WEBSITE,22.76,0.00,Business Clothing and Footwear,Uniforms & commercial clothing
23/04/2020,DCC-SHEBBEAR PRIM-CP0693279GBP,SOUTH VIEW STORES,60.00,0.00,General Retail and Wholesale,Grocery stores
23/04/2020,DCC-STOKE HILL JU-CP0711150GBP,WWW.JOHNLEWIS.COM,149.99,0.00,General Retail and Wholesale,Department stores
23/04/2020,DCC-WELLAND HOUSE-CP0770668GBP,JOHN PATTS,52.34,0.00,General Retail and Wholesale,Grocery stores
24/04/2020,BOW PRIMARY SCH-CP0728252GBP,HP INC UK LIMITED,1.99,0.00,Computer Equipment & Services,"Computers, peripherals & software"
24/04/2020,BOW PRIMARY SCH-CP0728252GBP,AMAZON.CO.UK 4J2JZ33J5 AM,8.54,0.00,General Retail and Wholesale,Miscellaneous retail
24/04/2020,CASTLE PRIMARY-CP0728262GBP,AMZNMktplace,36.99,0.00,General Retail and Wholesale,Miscellaneous retail
24/04/2020,CASTLE PRIMARY-CP0728262GBP,Amazon.co.uk OR0Y06IW5,60.98,0.00,Mail Order / Direct Selling,Direct sales companies
24/04/2020,CONNECT FEDERATIO-CP0681219GBP,WWW.ICO.ORG.UK,40.00,0.00,Statutory Bodies,Government services
24/04/2020,CULLOMPTON COM CO-CP0727728GBP,PAYPAL  TEN TORS,-372.56,0.00,Leisure Activities,"Civic, social & fraternal associations"
24/04/2020,CULLOMPTON COM CO-CP0727728GBP,PAYPAL  TEN TORS,-559.00,0.00,Leisure Activities,"Civic, social & fraternal associations"
24/04/2020,DCC - HILLCREST-CP0769859GBP,AMZNMKTPLACE AMAZON.CO.UK,55.90,0.00,General Retail and Wholesale,Miscellaneous retail
24/04/2020,DCC - HILLCREST-CP0769859GBP,SOUTHERN CO-OP 0373,16.10,0.00,General Retail and Wholesale,Department stores
24/04/2020,DCC BERRY POMEROY-CP0714901GBP,PAYPAL  ROYAL MAIL,0.76,0.00,Professional Services,Professional services
24/04/2020,DCC BERRY POMEROY-CP0714901GBP,PAYPAL  ROYAL MAIL,0.76,0.00,Professional Services,Professional services
24/04/2020,DCC COURT OF PROTECT-C 0509893,AMZNMKTPLACE AMAZON.CO.UK,119.99,0.00,General Retail and Wholesale,Miscellaneous retail
24/04/2020,DCC COURT OF PROTECT-C 0509893,SKY SUBSCRIPTION,43.00,0.00,Telecommunication Services,Cable & pay TV services
24/04/2020,DCC EXETER CHILD-CP0670651GBP,HOTEL CHOCOLAT LTD,202.80,0.00,Catering and Catering Supplies,Sweets & confectionary
24/04/2020,DCC EXETER CHILD-CP0670651GBP,WWW.JOHNLEWIS.COM,80.00,0.00,General Retail and Wholesale,Department stores
24/04/2020,DCC GEORGEHAM PRI-CP0686144GBP,PIXIE DELL STORES,3.65,0.00,General Retail and Wholesale,Off Licenses / alcohol sales
24/04/2020,DCC GEORGEHAM PRI-CP0686144GBP,TESCO STORES 5850,9.00,0.00,General Retail and Wholesale,Grocery stores
24/04/2020,DCC HORWOOD & NEWTON- C0529381,ST JOHNS GARDEN CENTRE,13.93,0.00,Estate and Garden Services,Lawn & garden supply/nursery
24/04/2020,DCC ILFRACOMBE-CP0685961GBP,TESCO STORES 5291,90.00,0.00,General Retail and Wholesale,Grocery stores
24/04/2020,DCC LAMPARD SC-CP0682503GBP,PAYPAL  TEN TORS,-116.22,0.00,Leisure Activities,"Civic, social & fraternal associations"
24/04/2020,DCC LEARN DVN EXT-CP0707517GBP,AMZNMKTPLACE AMAZON.CO.UK,17.99,0.00,General Retail and Wholesale,Miscellaneous retail
24/04/2020,DCC SOUTH MOLTON COMMUNITY COL,AMAZON.CO.UK AQ0F50AE5 AM,100.00,0.00,General Retail and Wholesale,Miscellaneous retail
24/04/2020,DCC SOUTH MOLTON COMMUNITY COL,PAYPAL  TEN TORS,-372.56,0.00,Leisure Activities,"Civic, social & fraternal associations"
24/04/2020,DCC TEIGNBRIDGE-CP0684146GBP,ARGOS LTD,183.94,0.00,General Retail and Wholesale,Discount stores
24/04/2020,DCC TIVERTON HIGH-CP0686203GBP,PAYPAL  TEN TORS,-559.00,0.00,Leisure Activities,"Civic, social & fraternal associations"
24/04/2020,DCC TOTNES FULLFILLING LIVES S,ALEXANDRA WEBSITE,14.38,0.00,Business Clothing and Footwear,Uniforms & commercial clothing
24/04/2020,DCC UNITED SCH-CP0691296GBP,WWW.REED.CO.UK,40.00,0.00,Staff - Temporary Recruitment,Employment & temporary staff agencies
24/04/2020,DCC UPOTTERY PRI-CP0732474GBP,PAYPAL  ROYAL MAIL,1.83,0.00,Professional Services,Professional services
24/04/2020,DCC WEST EXE-CP0685673GBP,COASTAL WASTE,316.80,0.00,Professional Services,Misc. personal services
24/04/2020,DCC-BARNES CHILDR-CP0770656GBP,TESCO PFS 4169,6.50,0.00,Automotive Fuel,Service stations
24/04/2020,DCC-BARNES CHILDR-CP0770656GBP,ONE STOP 1525,3.80,0.00,General Retail and Wholesale,Grocery stores
24/04/2020,DCC-CHILDRENS SOC-CP0762919GBP,GEN REGISTER OFFICE,14.00,0.00,Statutory Bodies,Government services
24/04/2020,DCC-COPPLESTONE-CP0695955GBP,AMZNMktplace,38.40,0.00,General Retail and Wholesale,Miscellaneous retail
24/04/2020,DCC-ILFACOMBE JNR-CP0706090GBP,TESCO STORES 5291,45.00,0.00,General Retail and Wholesale,Grocery stores
24/04/2020,DCC-MEADOWPARK-CP0768810GBP,SAINSBURYS S/MKTS,5.00,0.00,General Retail and Wholesale,Grocery stores
24/04/2020,DCC-STOKE HILL IN-CP0711144GBP,AMZNMKTPLACE AMAZON.CO.UK,41.98,0.00,General Retail and Wholesale,Miscellaneous retail
24/04/2020,DCC-WELLAND HOUSE-CP0770668GBP,BOOKERECOMM,210.99,0.00,Catering and Catering Supplies,Caterers
24/04/2020,DCC-WELLAND HOUSE-CP0770668GBP,TESCO STORES 6269,41.56,0.00,General Retail and Wholesale,Grocery stores
24/04/2020,DEVON COUNTY COUNCIL- MARLAND,PAYPAL  TEN TORS,-68.00,0.00,Leisure Activities,"Civic, social & fraternal associations"
24/04/2020,DEVON COUNTY COUNCIL- MARLAND,PAYPAL  TEN TORS,-102.00,0.00,Leisure Activities,"Civic, social & fraternal associations"
24/04/2020,DEVON COUNTY COUNCIL- MARLAND,EE LIMITED,167.05,0.00,Telecommunication Services,Phone services
24/04/2020,ELLEN TINKHAM SCH-CP0685619GBP,PAYPAL  TEN TORS,-363.82,0.00,Leisure Activities,"Civic, social & fraternal associations"
24/04/2020,KINGSBRIDGE PRIMA-CP0681220GBP,"IXL LEARNING, INC.",99.00,0.00,Training and Educational,Schools
24/04/2020,PILTON INF SCHOOL-CP0725857GBP,Amazon.co.uk XB4FI55C5,5.94,0.00,Mail Order / Direct Selling,Direct sales companies
24/04/2020,PILTON INF SCHOOL-CP0725857GBP,Amazon.co.uk XI1471NY5,5.94,0.00,Mail Order / Direct Selling,Direct sales companies
25/04/2020,DCC - HILLCREST-CP0769859GBP,WWW.ICELAND.CO.UK,80.33,0.00,General Retail and Wholesale,Grocery stores
25/04/2020,DCC - SIDMOUTH CO-CP0697845GBP,PAYPAL  TEN TORS,-372.56,0.00,Leisure Activities,"Civic, social & fraternal associations"
25/04/2020,DCC BIDWELL BROOK-CP0687798GBP,PAYPAL  TEN TORS,-159.91,0.00,Leisure Activities,"Civic, social & fraternal associations"
25/04/2020,DCC CORNWOOD-CP0714932GBP,CS  TESCO STORES GC,15.00,0.00,Miscellaneous Industrial/Commercial Supplies,Misc business services
25/04/2020,DCC EAST DEVON LEARN DISB SERV,B&M RETAIL,23.94,0.00,General Retail and Wholesale,Discount stores
25/04/2020,DCC GREENFIELDS-CP0697772GBP,ARGOS LTD,40.00,0.00,General Retail and Wholesale,Discount stores
25/04/2020,DCC GREENFIELDS-CP0697772GBP,W M MORRISON STORE,23.50,0.00,General Retail and Wholesale,Grocery stores
25/04/2020,DCC KING EDWARD VI COMMUNITY C,PAYPAL  CHINATERA EBAY,51.28,0.00,General Retail and Wholesale,Department stores
25/04/2020,DCC KING EDWARD VI COMMUNITY C,PAYPAL  TEN TORS,-745.43,0.00,Leisure Activities,"Civic, social & fraternal associations"
25/04/2020,DCC ST LUKES-CP0706066GBP,PAYPAL  TEN TORS,-186.13,0.00,Leisure Activities,"Civic, social & fraternal associations"
25/04/2020,DCC UPOTTERY PRI-CP0732474GBP,PAYPAL  WIDGIT,24.00,0.00,Computer Equipment & Services,Computer software stores
25/04/2020,DCC WOOLSERY PRIM-CP0685967GBP,EDUBLOGS/CAMPUSPRESS,33.45,0.00,Computer Equipment & Services,"Programming, data processing & system design"
25/04/2020,DCC-CHILDRENS SOC-CP0762919GBP,AMZNMktplace,42.83,0.00,General Retail and Wholesale,Miscellaneous retail
25/04/2020,ELLEN TINKHAM SCH-CP0685619GBP,1 AND 1 IONOS LTD,6.00,0.00,Computer Equipment & Services,Computer network information services
25/04/2020,PATHFIELD-CP0685913GBP,PAYPAL  TEN TORS,-213.32,0.00,Leisure Activities,"Civic, social & fraternal associations"
26/04/2020,DCC - HILLCREST-CP0769859GBP,TOWER SVS SEATON,57.07,0.00,Automotive Fuel,Service stations
26/04/2020,DCC - HILLCREST-CP0769859GBP,ICELAND,4.74,0.00,General Retail and Wholesale,Grocery stores
26/04/2020,DCC GREENFIELDS-CP0697772GBP,Amazon.co.uk HW5JS1MO5,60.01,0.00,Mail Order / Direct Selling,Direct sales companies
26/04/2020,DCC GREENFIELDS-CP0697772GBP,Amazon.co.uk IO76B3X25,2.99,0.00,Mail Order / Direct Selling,Direct sales companies
26/04/2020,DCC SOUTH MOLTON COMMUNITY COL,Amazon.co.uk JA6UD9MI5,275.21,0.00,Mail Order / Direct Selling,Direct sales companies
26/04/2020,DCC-LADYSMITH INF-CP0696854GBP,NSPCC,31.50,0.00,Training and Educational,Schools
27/04/2020,BOW PRIMARY SCH-CP0728252GBP,POST OFFICE COUNTER,84.00,0.00,Mail and Courier Services,Postal services
27/04/2020,CASTLE PRIMARY-CP0728262GBP,POST OFFICE COUNTER,64.24,0.00,Mail and Courier Services,Postal services
27/04/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,50.00,0.00,Statutory Bodies,Government services
27/04/2020,DCC CANADA HILL P-CP0685889GBP,2CO.COM MOVAVI.COM 119861,55.95,0.00,Computer Equipment & Services,Computer software stores
27/04/2020,DCC COAVER CLUB-C0606311,APPLE.COM/BILL,12.99,0.00,General Retail and Wholesale,Record shops
27/04/2020,DCC COURT OF PROTECT-C 0509893,DVLA VEHICLE TAX,307.50,0.00,Statutory Bodies,Tax payments
27/04/2020,DCC EXETER CHILD-CP0670651GBP,ARGOS LTD,59.99,0.00,General Retail and Wholesale,Discount stores
27/04/2020,DCC EXETER CHILD-CP0670651GBP,FREEDOM PROGRAMME LIMITED,24.00,0.00,Training and Educational,Schools
27/04/2020,DCC EXETER CHILD-CP0714942GBP,WWW.ICO.ORG.UK,60.00,0.00,Statutory Bodies,Government services
27/04/2020,DCC GREENFIELDS-CP0697772GBP,SAINSBURYS S/MKTS,7.50,0.00,General Retail and Wholesale,Grocery stores
27/04/2020,DCC GREENFIELDS-CP0697772GBP,SAINSBURYS SUPERMA,3.00,0.00,General Retail and Wholesale,Grocery stores
27/04/2020,DCC HATHERLEIGH PS-C 0514362,AMZNMKTPLACE AMAZON.CO.UK,15.99,0.00,General Retail and Wholesale,Miscellaneous retail
27/04/2020,DCC HORWOOD & NEWTON- C0529381,POST OFFICE COUNTER,19.00,0.00,Mail and Courier Services,Postal services
27/04/2020,DCC KING EDWARD VI COMMUNITY C,Wiggle Limited,210.96,0.00,General Retail and Wholesale,Sporting goods shops
27/04/2020,DCC LEASE DAY CENTRE,Amazon Prime,-7.99,0.00,Mail Order / Direct Selling,Continuous subscriptions
27/04/2020,DCC MAPLETON RES-CP0687802GBP,ONE STOP 0494,4.00,0.00,General Retail and Wholesale,Grocery stores
27/04/2020,DCC SOUTH MOLTON COMMUNITY COL,AMZNMktplace,93.00,0.00,General Retail and Wholesale,Miscellaneous retail
27/04/2020,DCC SOUTH MOLTON COMMUNITY COL,Amazon.co.uk D95450RG5,79.48,0.00,Mail Order / Direct Selling,Direct sales companies
27/04/2020,DCC ST PETERS PRI-CP0695111GBP,MEDISAVE,118.67,0.00,Medical Supplies and Services,"Laboratory, medical & hospital equipment"
27/04/2020,DCC TEIGNBRIDGE-CP0684146GBP,ARGOS LTD,199.99,0.00,General Retail and Wholesale,Discount stores
27/04/2020,DCC-BARNES CHILDR-CP0770656GBP,WM MORRISONS STORE,30.34,0.00,General Retail and Wholesale,Grocery stores
27/04/2020,DCC-CHILDRENS SOC-CP0762919GBP,GEN REGISTER OFFICE,76.00,0.00,Statutory Bodies,Government services
27/04/2020,DCC-COPPLESTONE-CP0695955GBP,EDSHED,60.00,0.00,Computer Equipment & Services,Computer software stores
27/04/2020,DCC-EARLY HELP-CP0752620GBP,AMZNMKTPLACE AMAZON.CO.UK,162.91,0.00,General Retail and Wholesale,Miscellaneous retail
27/04/2020,DCC-MANOR PRIMARY-CP0737608GBP,EGRESS SWITCH,388.80,0.00,Computer Equipment & Services,Computer software stores
27/04/2020,DCC-SHEBBEAR PRIM-CP0693279GBP,HIGHSTREET VOUCHERS,10.00,0.00,Leisure Activities,"Civic, social & fraternal associations"
27/04/2020,DCC-SHEBBEAR PRIM-CP0693279GBP,HIGHSTREET VOUCHERS,25.00,0.00,Leisure Activities,"Civic, social & fraternal associations"
27/04/2020,DCC-SHEBBEAR PRIM-CP0693279GBP,HIGHSTREET VOUCHERS,10.00,0.00,Leisure Activities,"Civic, social & fraternal associations"
27/04/2020,DCC-SHEBBEAR PRIM-CP0693279GBP,HIGHSTREET VOUCHERS,10.00,0.00,Leisure Activities,"Civic, social & fraternal associations"
27/04/2020,DCC-SHEBBEAR PRIM-CP0693279GBP,HIGHSTREET VOUCHERS,50.00,0.00,Leisure Activities,"Civic, social & fraternal associations"
27/04/2020,DCC-SHEBBEAR PRIM-CP0693279GBP,HIGHSTREET VOUCHERS,20.00,0.00,Leisure Activities,"Civic, social & fraternal associations"
27/04/2020,DCC-SHEBBEAR PRIM-CP0693279GBP,HIGHSTREET VOUCHERS,10.00,0.00,Leisure Activities,"Civic, social & fraternal associations"
27/04/2020,DCC-SHEBBEAR PRIM-CP0693279GBP,HIGHSTREET VOUCHERS,25.00,0.00,Leisure Activities,"Civic, social & fraternal associations"
27/04/2020,DCC-STOKE HILL JU-CP0711150GBP,EE LIMITED,52.12,0.00,Telecommunication Services,Phone services
27/04/2020,DCC-TRINITY PRIMA-CP0711159GBP,AMAZON.CO.UK R28X18W55 AM,33.16,0.00,General Retail and Wholesale,Miscellaneous retail
27/04/2020,DCC-TRINITY PRIMA-CP0711159GBP,ZOOM.GBP,14.39,0.00,Mail Order / Direct Selling,Continuous subscriptions
27/04/2020,DCC-WELLAND HOUSE-CP0770668GBP,AMZNMKTPLACE AMAZON.CO.UK,9.87,0.00,General Retail and Wholesale,Miscellaneous retail
27/04/2020,DCC-WELLAND HOUSE-CP0770668GBP,AMZNMKTPLACE AMAZON.CO.UK,32.47,0.00,General Retail and Wholesale,Miscellaneous retail
27/04/2020,DECOY PRIMARY-CP0636389GBP,SMARTY CO UK,5.00,0.00,Telecommunication Services,Phone services
27/04/2020,ELLEN TINKHAM SCH-CP0685619GBP,SCHOOLGATEWA ELLEN TINKHA,25.00,0.00,Training and Educational,Colleges & universities
27/04/2020,ELLEN TINKHAM SCH-CP0685619GBP,SCHOOLGATEWA ELLEN TINKHA,686.00,0.00,Training and Educational,Colleges & universities
27/04/2020,EXE VALLEY FEDERA-CP0686094GBP,B&M 008 - EXETER,37.98,0.00,General Retail and Wholesale,Misc. general merchandise
27/04/2020,KINGSBRIDGE PRIMA-CP0681220GBP,ZOOM.GBP,119.90,0.00,Mail Order / Direct Selling,Continuous subscriptions
27/04/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,-18.50,0.00,Statutory Bodies,Government services
28/04/2020,CASTLE PRIMARY-CP0728262GBP,Amazon.co.uk CU20Z3GX5,80.00,0.00,Mail Order / Direct Selling,Direct sales companies
28/04/2020,DCC - LYMPSTONE P-CP0691281GBP,PAYPAL  WHITEROSEED,99.00,0.00,Training and Educational,Schools
28/04/2020,DCC - LYMPSTONE P-CP0691281GBP,STEP UP AND DANCE,8.00,0.00,Training and Educational,Schools
28/04/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,33.00,0.00,Statutory Bodies,Government services
28/04/2020,DCC - WEST EXMOOR-CP0691501GBP,ASDA,15.00,0.00,General Retail and Wholesale,Grocery stores
28/04/2020,DCC - WEST EXMOOR-CP0691501GBP,ASDA,30.00,0.00,General Retail and Wholesale,Grocery stores
28/04/2020,DCC - WEST EXMOOR-CP0691501GBP,ASDA,45.00,0.00,General Retail and Wholesale,Grocery stores
28/04/2020,DCC BIDWELL BROOK-CP0687798GBP,WWW.POSTOFFICESHOP.CO.UK,113.42,0.00,"Office Stationery, Equipment and Supplies",Stationery & office supplies
28/04/2020,DCC BIDWELL BROOK-CP0687798GBP,WWW.POSTOFFICESHOP.CO.UK,0.00,0.00,"Office Stationery, Equipment and Supplies",Stationery & office supplies
28/04/2020,DCC BIDWELL BROOK-CP0687798GBP,WWW.POSTOFFICESHOP.CO.UK,0.00,0.00,"Office Stationery, Equipment and Supplies",Stationery & office supplies
28/04/2020,DCC BIDWELL BROOK-CP0687798GBP,WWW.POSTOFFICESHOP.CO.UK,0.00,0.00,"Office Stationery, Equipment and Supplies",Stationery & office supplies
28/04/2020,DCC BIDWELL BROOK-CP0687798GBP,WWW.SOLOPRESS.COM,86.40,0.00,Print and Advertising,Publishing & printing services
28/04/2020,DCC COURT OF PROTECT-C 0509893,MARKS&SPENCER PLC,107.50,0.00,General Retail and Wholesale,Grocery stores
28/04/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,203.94,0.00,General Retail and Wholesale,Discount stores
28/04/2020,DCC COURT OF PROTECT-C 0509893,WWW.WESTDEVON.GOV.UK,186.11,0.00,Statutory Bodies,Government services
28/04/2020,DCC COURT OF PROTECT-C 0509893,TORBAY COUNCIL - WEB,33.00,0.00,Statutory Bodies,Government services
28/04/2020,DCC DARTINGTON PR-CP0685971GBP,WM MORRISONS STORE,16.46,0.00,General Retail and Wholesale,Grocery stores
28/04/2020,DCC DARTINGTON PR-CP0685971GBP,Amazon Prime NM0LP3SG5,7.99,0.00,Mail Order / Direct Selling,Continuous subscriptions
28/04/2020,DCC FREMINGTON-CP0715042GBP,POST OFFICE COUNTER,1.42,0.00,Mail and Courier Services,Postal services
28/04/2020,DCC FREMINGTON-CP0715042GBP,Amazon.co.uk KT5TJ8NJ5,16.20,0.00,Mail Order / Direct Selling,Direct sales companies
28/04/2020,DCC GOODLEIGH PRI-CP0693342GBP,ASDA  STORES 4399,270.00,0.00,General Retail and Wholesale,Grocery stores
28/04/2020,DCC GOODLEIGH PRI-CP0693342GBP,ASDA  STORES 4399,270.00,0.00,General Retail and Wholesale,Grocery stores
28/04/2020,DCC GREENFIELDS-CP0697772GBP,ASDA  STORES 4399,15.00,0.00,General Retail and Wholesale,Grocery stores
28/04/2020,DCC HATHERLEIGH PS-C 0514362,AMZNMKTPLACE AMAZON.CO.UK,50.98,0.00,General Retail and Wholesale,Miscellaneous retail
28/04/2020,DCC HAYWARDS PSC-CP0706018GBP,EGRESS SWITCH,108.00,0.00,Computer Equipment & Services,Computer software stores
28/04/2020,DCC HONITON-CP0715049GBP,HIGHSPEEDTRAINING.CO.U,-24.00,0.00,Training and Educational,Business/secretarial school
28/04/2020,DCC HONITON-CP0715049GBP,HIGHSPEEDTRAINING.CO.U,24.00,0.00,Training and Educational,Business/secretarial school
28/04/2020,DCC ILFRACOMBE-CP0685961GBP,TESCO STORES 5291,60.00,0.00,General Retail and Wholesale,Grocery stores
28/04/2020,DCC LEARN DVN EXT-CP0707517GBP,ZOOM.GBP,38.40,0.00,Mail Order / Direct Selling,Continuous subscriptions
28/04/2020,DCC SOUTH MOLTON COMMUNITY COL,AMZNMktplace,20.00,0.00,General Retail and Wholesale,Miscellaneous retail
28/04/2020,DCC SOUTH MOLTON COMMUNITY COL,AMAZON.CO.UK AW78U4MP5 AM,8.18,0.00,General Retail and Wholesale,Miscellaneous retail
28/04/2020,DCC TEIGNBRIDGE-CP0684146GBP,TRAINLINE,-11.80,0.00,Travel - Air/Rail/Road,Passenger railways
28/04/2020,DCC TIVERTON HIGH-CP0686203GBP,LLOYD MAUNDER BUTCHERS,153.63,0.00,Catering and Catering Supplies,Misc Food stores
28/04/2020,DCC TIVERTON HIGH-CP0686203GBP,SurveyMonkey,320.00,0.00,Computer Equipment & Services,"Programming, data processing & system design"
28/04/2020,DCC TIVERTON HIGH-CP0686203GBP,WWW DELIGHTFULFLORA COM,22.78,0.00,Estate and Garden Services,Florists
