Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
31/10/2016,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,159.23,0,General Retail and Wholesale,Grocery stores
31/10/2016,DEVON COUNTY COUNCIL- MARLAND,EE & T-MOBILE,140.46,0,Telecommunication Services,Phone services
01/11/2016,DCC COURT OF PROTECT-C 0509893,WORLDSTORES LTD,296.99,0,General Retail and Wholesale,Misc. home furnishing
01/11/2016,DCC KING EDWARD VI COMMUNITY C,HOLIDAY INNS,153,0,Hotels and Accommodation,Holiday Inn
01/11/2016,DCC PARK SCHOOL-CP0629582GBP,PISWAGCOLIM,39,0,General Retail and Wholesale,Misc. clothing & accessory shops
01/11/2016,DCC PARK SCHOOL-CP0629582GBP,WWW.THERMOMETERSDIRECT,120,0,General Retail and Wholesale,Miscellaneous retail
01/11/2016,DCC SOUTH MOLTON COMMUNITY COL,BOOKDEPOSITORY.COM,41.61,0,Books and Periodicals,Book stores
01/11/2016,DCC SOUTH MOLTON COMMUNITY COL,BOOKDEPOSITORY.COM,10.68,0,Books and Periodicals,Book stores
01/11/2016,DCC SOUTH MOLTON COMMUNITY COL,Amazon UK Marketplace,37.58,0,General Retail and Wholesale,Miscellaneous retail
01/11/2016,DCC SWIMBRIDGE PRMRY SCHOOL-NO,SAINSBURYS S/MKTS,14,0,General Retail and Wholesale,Grocery stores
01/11/2016,DCC WILLAND SCH-C 0509473,WWW.NISBETS.COM,32.97,0,Mail Order / Direct Selling,Catalogue sales
01/11/2016,DCC-BASSETTS FARM PR 0487469,ASDA HOME SHOPPING,184.47,0,General Retail and Wholesale,Grocery stores
01/11/2016,DCC-RATCLIFFE SCH-C- 0503860,SOLWISE LTD,410.61,0,Telecommunication Services,Phone equipment & sales
02/11/2016,DCC - TOTNES DIST-CP0666223GBP,TVLICENSING.CO.UK,145.5,0,Professional Services,Consultants & public relation services
02/11/2016,DCC COURT OF PROTECT-C 0509893,TALKTALK TELECOM,74.95,0,Computer Equipment & Services,Computer network information services
02/11/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,79.69,0,General Retail and Wholesale,Grocery stores
02/11/2016,DCC HATHERLEIGH PS-C 0514362,Amazon UK Marketplace,4.39,0,Books and Periodicals,Book stores
02/11/2016,DCC KING EDWARD VI COMMUNITY C,WWW.TOMMYSYARD.COM,35,0,Building Services,General contractors
02/11/2016,DCC KING EDWARD VI COMMUNITY C,AO RETAIL LIMITED,199,0,General Retail and Wholesale,Household appliance stores
02/11/2016,DCC KING EDWARD VI COMMUNITY C,PAYPAL TANTOTLIMIT,60,0,Training and Educational,Colleges & universities
02/11/2016,DCC KING EDWARD VI COMMUNITY C,GWR WEBSALES ECOM,129,0,Travel - Air/Rail/Road,Passenger railways
02/11/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Marketplace,9.5,0,Books and Periodicals,Book stores
02/11/2016,DCC STOKE CANON PRI 0478811,Amazon UK Marketplace,37.4,0,General Retail and Wholesale,Miscellaneous retail
02/11/2016,DCC STOKE CANON PRI 0478811,Amazon UK Marketplace,33,0,General Retail and Wholesale,Miscellaneous retail
02/11/2016,DCC WEST HILL PRIMARY SCHOOL,"Amazon Svcs Europe,SAR",26,0,Books and Periodicals,Book stores
02/11/2016,DCC WEST HILL PRIMARY SCHOOL,Amazon UK Marketplace,18.44,0,General Retail and Wholesale,Miscellaneous retail
02/11/2016,DCC WEST HILL PRIMARY SCHOOL,AMAZON UK RETAIL AMAZON.C,11.07,0,General Retail and Wholesale,Miscellaneous retail
02/11/2016,DCC WILLAND SCH-C 0509473,Amazon UK Marketplace,29.49,0,General Retail and Wholesale,Miscellaneous retail
02/11/2016,DCC-BARLEY LANE SCH-C0611313,WP-LOVEREADING LTD,68.32,0,Books and Periodicals,Book stores
02/11/2016,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,48.57,0,General Retail and Wholesale,Grocery stores
02/11/2016,WEST EXE TECHNOLOGY COLLEGE,Amazon UK Retail,30.97,0,Mail Order / Direct Selling,Direct sales companies
03/11/2016,DCC COURT OF PROTECT-C 0509893,WWW.DEVON.GOV.UK,10.5,0,Training and Educational,Colleges & universities
03/11/2016,DCC HATHERLEIGH PS-C 0514362,Amazon UK Marketplace,17.7,0,General Retail and Wholesale,Miscellaneous retail
03/11/2016,DCC KING EDWARD VI COMMUNITY C,ENCORE TICKETS,456.95,0,Leisure Activities,Theatres and ticket agencies
03/11/2016,DCC LEASE DAY CENTRE,YELLOW MOON,52.71,0,General Retail and Wholesale,Art & craft shops
03/11/2016,DCC PARK SCHOOL-CP0629582GBP,DRESSMAKERS,297.96,0,General Retail and Wholesale,Fabric and sewing shops
03/11/2016,DCC SOUTH MOLTON COMMUNITY COL,BOOKDEPOSITORY.COM,83,0,Books and Periodicals,Book stores
03/11/2016,DCC SOUTH MOLTON COMMUNITY COL,WP-ACTIVEHISTORY.C,119.99,0,Training and Educational,Vocational & trade schools
03/11/2016,DEVON COUNTY COUNCIL- MARLAND,TESCO DELIVERY SAVER2,6,0,Mail Order / Direct Selling,Continuous subscriptions
04/11/2016,DCC COAVER CLUB-C0606311,TESCO STORE 2487,15,0,General Retail and Wholesale,Grocery stores
04/11/2016,DCC COCKWOOD P.SCH-0479007,WWW.OUTOFTHEARK.COM,58.6,0,General Retail and Wholesale,Music stores & instruments
04/11/2016,DCC COURT OF PROTECT-C 0509893,WWW.DEVON.GOV.UK,-10.5,0,Training and Educational,Colleges & universities
04/11/2016,DCC SOUTH MOLTON COMMUNITY COL,HOTELS COM133660994759,153,0,Travel - Air/Rail/Road,Travel agencies
04/11/2016,DCC SOUTH MOLTON COMMUNITY COL,TRAINGENIUS.COM,94.55,0,Travel - Air/Rail/Road,Passenger railways
04/11/2016,DCC ST HORRABRIDGE-C 0514361,TESCO STORES 4429,10.49,0,General Retail and Wholesale,Grocery stores
04/11/2016,DCC WHITCHURCH - C 0559309,WWW.FABERMUSIC.COM,10.7,0,General Retail and Wholesale,Music stores & instruments
04/11/2016,DCC WILLAND SCH-C 0509473,ARBOR EDUCATION,228,0,Training and Educational,Schools
04/11/2016,DCC-BASSETTS FARM PR 0487469,Amazon UK Retail,16.97,0,Mail Order / Direct Selling,Direct sales companies
04/11/2016,DEVON COUNTY COUNCIL- MARLAND,PRO-DIRECT SPORT,43.95,0,General Retail and Wholesale,Sporting goods shops
04/11/2016,WEST EXE TECHNOLOGY COLLEGE,Amazon UK Retail,-2.98,0,Mail Order / Direct Selling,Direct sales companies
06/11/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Retail,24.07,0,Mail Order / Direct Selling,Direct sales companies
07/11/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Retail,5.09,0,Mail Order / Direct Selling,Direct sales companies
07/11/2016,DCC COURT OF PROTECT-C 0509893,SOUTH BRENT FLOWERS,61.3,0,Estate and Garden Services,Florists
07/11/2016,DCC COURT OF PROTECT-C 0509893,DEVON REGISTRY,7,0,Training and Educational,Colleges & universities
07/11/2016,DCC WEST HILL PRIMARY SCHOOL,"Amazon Svcs Europe,SAR",8.38,0,Books and Periodicals,Book stores
07/11/2016,DCC WILLAND SCH-C 0509473,TESCO STORES 5663,14,0,General Retail and Wholesale,Grocery stores
07/11/2016,DCC-BASSETTS FARM PR 0487469,ASDA HOME SHOPPING,133.59,0,General Retail and Wholesale,Grocery stores
07/11/2016,DECOY PRIMARY-CP0636389GBP,BOOKER LIMITED NEWTON ABB,75.52,0,Catering and Catering Supplies,Caterers
07/11/2016,DECOY PRIMARY-CP0636389GBP,TESCO STORE 2920,51.11,0,General Retail and Wholesale,Grocery stores
07/11/2016,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,200.51,0,General Retail and Wholesale,Grocery stores
07/11/2016,DEVON COUNTY COUNCIL- MARLAND,HALFORDS ON LINE,32.97,0,General Retail and Wholesale,"Bicycle shops, sales & service"
08/11/2016,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,63.9,0,General Retail and Wholesale,Miscellaneous retail
08/11/2016,DCC BOLHAM PRIMARY SCH 0474800,Amazon UK Marketplace,8.79,0,Books and Periodicals,Book stores
08/11/2016,DCC COURT OF PROTECT-C 0509893,MCCARTHY & STONE M,222,0,Medical Supplies and Services,Hospitals
08/11/2016,DCC KING EDWARD VI COMMUNITY C,HEATING CONTROLS ONLIN,51.95,0,Building Materials,Plumbing & heating equipment & supplies
08/11/2016,DCC PARK SCHOOL-CP0629582GBP,ALL ENGLAND NETBAL,53.56,0,Clubs/Associations/Organisations,Membership organisations
08/11/2016,DCC SOUTH MOLTON COMMUNITY COL,Amazon UK Marketplace,29.7,0,General Retail and Wholesale,Miscellaneous retail
08/11/2016,DCC SOUTH MOLTON COMMUNITY COL,Amazon UK Retail,14.43,0,Mail Order / Direct Selling,Direct sales companies
08/11/2016,DCC WEST HILL PRIMARY SCHOOL,Amazon UK Marketplace,47.9,0,Books and Periodicals,Book stores
08/11/2016,DCC WEST HILL PRIMARY SCHOOL,Amazon UK Marketplace,29.99,0,Books and Periodicals,Book stores
08/11/2016,DCC WILLAND SCH-C 0509473,TESCO STORES 5138,101.34,0,General Retail and Wholesale,Grocery stores
08/11/2016,DCC-BASSETTS FARM PR 0487469,ASDA 4387,33,0,General Retail and Wholesale,Grocery stores
08/11/2016,DEVON COUNTY COUNCIL- MARLAND,Amazon UK Marketplace,58.63,0,Books and Periodicals,Book stores
09/11/2016,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,26.88,0,Mail Order / Direct Selling,Direct sales companies
09/11/2016,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,9.25,0,Statutory Bodies,Government services
09/11/2016,DCC - TOTNES DIST-CP0666223GBP,PLYMOUTH REGISTER,45,0,Statutory Bodies,Government services
09/11/2016,DCC BOLHAM PRIMARY SCH 0474800,Amazon UK Marketplace,32.79,0,General Retail and Wholesale,Miscellaneous retail
09/11/2016,DCC BOLHAM PRIMARY SCH 0474800,Amazon UK Marketplace,22.32,0,General Retail and Wholesale,Miscellaneous retail
09/11/2016,DCC BOLHAM PRIMARY SCH 0474800,AMAZON UK RETAIL AMAZON.C,33.43,0,General Retail and Wholesale,Miscellaneous retail
09/11/2016,DCC COAVER CLUB-C0606311,PAYPAL CAIFEIYAN20,5.6,0,General Retail and Wholesale,Electronics shops
09/11/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,56.51,0,General Retail and Wholesale,Grocery stores
09/11/2016,DCC KING EDWARD VI COMMUNITY C,Amazon UK Marketplace,10.59,0,General Retail and Wholesale,Miscellaneous retail
09/11/2016,DCC PARK SCHOOL-CP0629582GBP,CURRYS PC WORLD,52.99,0,General Retail and Wholesale,Electronics shops
09/11/2016,DCC PARK SCHOOL-CP0629582GBP,GIFFGAFF.COM,10,0,Telecommunication Services,Phone equipment & sales
09/11/2016,DCC SOUTH MOLTON COMMUNITY COL,Amazon UK Marketplace,5.57,0,Books and Periodicals,Book stores
09/11/2016,DCC SOUTH MOLTON COMMUNITY COL,Amazon UK Marketplace,15.4,0,Books and Periodicals,Book stores
09/11/2016,DCC -SOUTH TAWTON PRIM SCHOOL,PLUSNET PLC 0845 1400200,43.44,0,Telecommunication Services,Phone services
09/11/2016,DCC WILLAND SCH-C 0509473,Amazon UK Retail,15.66,0,Mail Order / Direct Selling,Direct sales companies
09/11/2016,DCC-ATKINSON UNIT-CP0630370GBP,Amazon UK Marketplace,99,0,General Retail and Wholesale,Miscellaneous retail
09/11/2016,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,37.05,0,General Retail and Wholesale,Grocery stores
10/11/2016,D C C WESTCROFT JUNIOR SCHOOL,ARGOS RETAIL GROUP,57.43,0,General Retail and Wholesale,Discount stores
10/11/2016,DCC BUCKLAND BREWER SCH,"Amazon Svcs Europe,SAR",13,0,Books and Periodicals,Book stores
10/11/2016,DCC COAVER CLUB-C0606311,THE RANGE,20.97,0,General Retail and Wholesale,Department stores
10/11/2016,DCC COAVER CLUB-C0606311,PAYPAL PRINTMYTIX,18.4,0,Print and Advertising,Publishing & printing services
10/11/2016,DCC EAST DEVON LEARN DISB SERV,HOMEBASE LTD,7.88,0,Building Materials,Timber & building supplies
10/11/2016,DCC KING EDWARD VI COMMUNITY C,THEATRE ROYAL/PLYMOUTH,20,0,Leisure Activities,Theatres and ticket agencies
10/11/2016,DCC KING EDWARD VI COMMUNITY C,THEATRE ROYAL/PLYMOUTH,10,0,Leisure Activities,Theatres and ticket agencies
10/11/2016,DCC SOUTH MOLTON COMMUNITY COL,AMAZON UK RETAIL AMAZON.C,147.73,0,General Retail and Wholesale,Miscellaneous retail
10/11/2016,DCC SOUTH MOLTON COMMUNITY COL,WWW.EVERYTHINGOFFICE.C,40.14,0,"Office Stationery, Equipment and Supplies",Stationery & office supplies stores
10/11/2016,DCC WILLAND SCH-C 0509473,TESCO STORES 5138,44.4,0,General Retail and Wholesale,Grocery stores
10/11/2016,DCC-ATKINSON UNIT-CP0630370GBP,Amazon UK Marketplace,7.96,0,Books and Periodicals,Book stores
10/11/2016,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,34.78,0,General Retail and Wholesale,Miscellaneous retail
10/11/2016,DEVON COUNTY COUNCIL- MARLAND,Amazon UK Marketplace,144.73,0,General Retail and Wholesale,Miscellaneous retail
10/11/2016,WEST EXE TECHNOLOGY COLLEGE,Amazon UK Marketplace,9.72,0,Books and Periodicals,Book stores
11/11/2016,DCC COURT OF PROTECT-C 0509893,PETPLAN,141.97,0,Mail Order / Direct Selling,Direct sales companies
11/11/2016,DCC SOUTH MOLTON COMMUNITY COL,LOVE2SHOP.CO.UK,966.25,0,Leisure Activities,"Civic, social & fraternal associations"
11/11/2016,DCC ST HORRABRIDGE-C 0514361,TESCO STORES 4429,21.92,0,General Retail and Wholesale,Grocery stores
11/11/2016,DCC-ATKINSON UNIT-CP0630370GBP,AMAZON UK RETAIL AMAZON.C,22.75,0,General Retail and Wholesale,Miscellaneous retail
11/11/2016,DCC-BASSETTS FARM PR 0487469,Amazon UK Marketplace,-22.48,0,General Retail and Wholesale,Miscellaneous retail
11/11/2016,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,10.35,0,General Retail and Wholesale,Miscellaneous retail
11/11/2016,DCC-RATCLIFFE SCH-C- 0503860,SENSORY DIRECT,84.91,0,General Retail and Wholesale,"Hobby, toy & game shops"
11/11/2016,DCC-RATCLIFFE SCH-C- 0503860,WWW.YELLOWMOON.ORG.UK,116.65,0,General Retail and Wholesale,Art & craft shops
11/11/2016,DCC-RATCLIFFE SCH-C- 0503860,ASDVISUALAIDS.COM,184.8,0,Training and Educational,Colleges & universities
11/11/2016,DCC-RATCLIFFE SCH-C- 0503860,PAYPAL AUTOPRESSED,46.08,0,Training and Educational,Primary & secondary school
11/11/2016,DCC-STICKLEPATH-CP0660198GBP,POST OFFICE COUNTER,204.5,0,Mail and Courier Services,Postal services
12/11/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Retail,58.6,0,Mail Order / Direct Selling,Direct sales companies
12/11/2016,DCC SWIMBRIDGE PRMRY SCHOOL-NO,ASDA STORES 4399,22.47,0,General Retail and Wholesale,Grocery stores
12/11/2016,DCC WILLAND SCH-C 0509473,AMAZON UK RETAIL AMAZON.C,15.9,0,General Retail and Wholesale,Miscellaneous retail
12/11/2016,DCC-RATCLIFFE SCH-C- 0503860,"Amazon Svcs Europe,SAR",244.84,0,Books and Periodicals,Book stores
12/11/2016,DCC-RATCLIFFE SCH-C- 0503860,AMAZON UK RETAIL AMAZON.C,143.75,0,General Retail and Wholesale,Miscellaneous retail
12/11/2016,WEST EXE TECHNOLOGY COLLEGE,Amazon UK Marketplace,25.4,0,General Retail and Wholesale,Miscellaneous retail
13/11/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,77.97,0,General Retail and Wholesale,Miscellaneous retail
13/11/2016,DCC-BASSETTS FARM PR 0487469,ASDA HOME SHOPPING,5,0,General Retail and Wholesale,Grocery stores
13/11/2016,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,85.4,0,General Retail and Wholesale,Miscellaneous retail
14/11/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,27.97,0,General Retail and Wholesale,Miscellaneous retail
14/11/2016,DCC COURT OF PROTECT-C 0509893,GRO HM PASSPORT OFFICE,9.25,0,Statutory Bodies,Government services
14/11/2016,DCC KING EDWARD VI COMMUNITY C,TERRYS TEXTILES LT,207.1,0,General Retail and Wholesale,Fabric and sewing shops
14/11/2016,DCC KING EDWARD VI COMMUNITY C,AMAZON UK PRIME AMZN.CO.U,-7.99,0,Mail Order / Direct Selling,Continuous subscriptions
14/11/2016,DCC PARK SCHOOL-CP0629582GBP,JS ONLINE GROCERY,197.85,0,General Retail and Wholesale,Grocery stores
14/11/2016,DCC WHITCHURCH - C 0559309,LIDL UK,4.4,0,General Retail and Wholesale,Grocery stores
14/11/2016,DCC WHITCHURCH - C 0559309,TESCO STORES 4429,5.52,0,General Retail and Wholesale,Grocery stores
14/11/2016,DCC-BARLEY LANE SCH-C0611313,WWW.LIGHTS4FUN.CO.,43.99,0,General Retail and Wholesale,Miscellaneous retail
14/11/2016,DCC-BASSETTS FARM PR 0487469,uktechstore.com,59.94,0,Computer Equipment & Services,"Computers, peripherals & software"
14/11/2016,DCC-BASSETTS FARM PR 0487469,ASDA HOME SHOPPING,188.24,0,General Retail and Wholesale,Grocery stores
14/11/2016,DCC-BASSETTS FARM PR 0487469,ASDA HOME SHOPPING,-0.16,0,General Retail and Wholesale,Grocery stores
14/11/2016,DECOY PRIMARY-CP0636389GBP,BOOKER LIMITED NEWTON ABB,57.18,0,Catering and Catering Supplies,Caterers
14/11/2016,DECOY PRIMARY-CP0636389GBP,TESCO STORE 2920,29.02,0,General Retail and Wholesale,Grocery stores
14/11/2016,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,141.66,0,General Retail and Wholesale,Grocery stores
14/11/2016,WEST EXE TECHNOLOGY COLLEGE,Amazon UK Marketplace,4.26,0,General Retail and Wholesale,Miscellaneous retail
14/11/2016,WEST EXE TECHNOLOGY COLLEGE,PAYPAL JIANG SHEN,16.8,0,General Retail and Wholesale,"Hobby, toy & game shops"
15/11/2016,DCC COCKWOOD P.SCH-0479007,HTTP://WWW.LIBERATOR.C,36,0,Medical Supplies and Services,Medical & health services
15/11/2016,DCC COMM SERV'S DEVON-TIVERTON,"Amazon Svcs Europe,SAR",9.14,0,Books and Periodicals,Book stores
15/11/2016,DCC PARK SCHOOL-CP0629582GBP,TRAVELODGE WEBSITE,53,0,Hotels and Accommodation,Travelodge
15/11/2016,DCC SOUTH MOLTON COMMUNITY COL,BOOKDEPOSITORY.COM,19.69,0,Books and Periodicals,Book stores
15/11/2016,DCC SOUTH MOLTON COMMUNITY COL,EBUYER (UK) LTD,110.04,0,General Retail and Wholesale,Household appliance stores
15/11/2016,DCC SOUTH MOLTON COMMUNITY COL,Amazon UK Retail,-14.43,0,Mail Order / Direct Selling,Direct sales companies
15/11/2016,DCC WILLAND SCH-C 0509473,TESCO STORES 5138,92.11,0,General Retail and Wholesale,Grocery stores
15/11/2016,DCC-SOUTH MOLTON INF-C0595442,WWW.THEGLOWCOMPANY.CO.UK,54.13,0,General Retail and Wholesale,"Gift, card & novelty shops"
15/11/2016,WEST EXE TECHNOLOGY COLLEGE,Amazon UK Retail,16.65,0,Mail Order / Direct Selling,Direct sales companies
16/11/2016,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,59.99,0,General Retail and Wholesale,Miscellaneous retail
16/11/2016,D C C WESTCROFT JUNIOR SCHOOL,UKPAPERROLLS.COM,20.64,0,"Office Stationery, Equipment and Supplies",Stationery & office supplies
16/11/2016,DCC - EXETER LEARNING DIS,Amazon UK Marketplace,27.31,0,General Retail and Wholesale,Miscellaneous retail
16/11/2016,DCC COURT OF PROTECT-C 0509893,WWW.AVIVA.CO.UK,125.41,0,Financial Services,"Insurance sales, underwritering, premiums"
16/11/2016,DCC EXETER CHILD-CP0670651GBP,HOTEL PAID VIA EVIIVO,120,0,Miscellaneous Industrial/Commercial Supplies,Misc business services
16/11/2016,DCC EXETER CHILD-CP0670651GBP,GRO HM PASSPORT OFFICE,9.25,0,Statutory Bodies,Government services
16/11/2016,DCC KING EDWARD VI COMMUNITY C,BEDFORD SAW & TOOL CO,71,0,General Retail and Wholesale,Hardware stores
16/11/2016,DCC WHITCHURCH - C 0559309,Amazon UK Marketplace,27.77,0,Books and Periodicals,Book stores
16/11/2016,DCC WILLAND SCH-C 0509473,BAD WOLF PRESS,33.14,0,Books and Periodicals,Book stores
16/11/2016,DCC WILLAND SCH-C 0509473,TESCO STORES 5663,16.35,0,General Retail and Wholesale,Grocery stores
