Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,4.99,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,1.35,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,2.35,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,3.38,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,26.80,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,14.87,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,7.85,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,14.95,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,20.85,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,48.91,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,35.97,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,14.99,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,5.84,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,20.19,0.00,General Retail and Wholesale,Miscellaneous retail
26/01/2017,WEST EXE TECHNOLOGY COLLEGE,Amazon UK Retail,458.64,0.00,Mail Order / Direct Selling,Direct sales companies
27/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,16.94,0.00,General Retail and Wholesale,Miscellaneous retail
27/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,29.97,0.00,General Retail and Wholesale,Miscellaneous retail
27/01/2017,D C C WESTCROFT JUNIOR SCHOOL,AMAZON UK RETAIL AMAZON.C,45.21,0.00,General Retail and Wholesale,Miscellaneous retail
27/01/2017,D C C WESTCROFT JUNIOR SCHOOL,ARGOS DIRECT,-49.99,0.00,General Retail and Wholesale,Discount stores
27/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,21.99,0.00,Mail Order / Direct Selling,Direct sales companies
27/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,17.98,0.00,Mail Order / Direct Selling,Direct sales companies
27/01/2017,DCC - EXETER LEARNING DIS,Amazon UK Marketplace,23.67,0.00,General Retail and Wholesale,Miscellaneous retail
27/01/2017,DCC COAVER CLUB-C0606311,ITUNES.COM/BILL,12.99,0.00,General Retail and Wholesale,Record shops
27/01/2017,DCC LEASE DAY CENTRE,Amazon UK Retail,349.99,0.00,Mail Order / Direct Selling,Direct sales companies
27/01/2017,DCC SOUTH MOLTON COMMUNITY COL,BOOKDEPOSITORY.COM,28.61,0.00,Books and Periodicals,Book stores
27/01/2017,DCC SOUTH MOLTON COMMUNITY COL,BOOKDEPOSITORY.COM,12.08,0.00,Books and Periodicals,Book stores
27/01/2017,DCC ST HORRABRIDGE-C 0514361,TESCO STORES 4429,19.54,0.00,General Retail and Wholesale,Grocery stores
27/01/2017,DCC STOKE CANON PRI 0478811,WWW.EXETER.AC.UK,35.00,0.00,Training and Educational,Colleges & universities
27/01/2017,DCC WILLAND SCH-C 0509473,Amazon UK Marketplace,11.95,0.00,Books and Periodicals,Book stores
27/01/2017,DCC WILLAND SCH-C 0509473,Amazon UK Retail,30.30,0.00,Mail Order / Direct Selling,Direct sales companies
28/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,32.59,0.00,Books and Periodicals,Book stores
28/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,75.95,0.00,General Retail and Wholesale,Miscellaneous retail
28/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,75.95,0.00,General Retail and Wholesale,Miscellaneous retail
28/01/2017,D C C WESTCROFT JUNIOR SCHOOL,AMAZON UK RETAIL AMAZON.C,16.85,0.00,General Retail and Wholesale,Miscellaneous retail
28/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,10.99,0.00,Mail Order / Direct Selling,Direct sales companies
28/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,10.99,0.00,Mail Order / Direct Selling,Direct sales companies
28/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,10.99,0.00,Mail Order / Direct Selling,Direct sales companies
28/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,10.99,0.00,Mail Order / Direct Selling,Direct sales companies
28/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,10.99,0.00,Mail Order / Direct Selling,Direct sales companies
28/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,10.99,0.00,Mail Order / Direct Selling,Direct sales companies
28/01/2017,DCC SWIMBRIDGE PRMRY SCHOOL-NO,VALUE HOUSE STORES LTD,12.00,0.00,General Retail and Wholesale,Grocery stores
28/01/2017,DCC WILLAND SCH-C 0509473,Amazon UK Marketplace,19.80,0.00,General Retail and Wholesale,Miscellaneous retail
28/01/2017,DCC WILLAND SCH-C 0509473,AMAZON UK RETAIL AMAZON.C,9.93,0.00,General Retail and Wholesale,Miscellaneous retail
28/01/2017,DCC WILLAND SCH-C 0509473,Amazon UK Retail,11.91,0.00,Mail Order / Direct Selling,Direct sales companies
29/01/2017,D C C WESTCROFT JUNIOR SCHOOL,EDUBLOGS,32.87,0.00,Computer Equipment & Services,"Programming, data processing & system design"
29/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,53.38,0.00,Mail Order / Direct Selling,Direct sales companies
29/01/2017,DCC EXWICK HEIGHT-CP0675776GBP,ITUNES.COM/BILL,11.88,0.00,General Retail and Wholesale,Record shops
29/01/2017,DCC WEST HILL PRIMARY SCHOOL,B & Q 1049,15.66,0.00,Building Materials,Timber & building supplies
29/01/2017,DCC WEST HILL PRIMARY SCHOOL,B & Q 1049,0.00,0.00,Building Materials,Timber & building supplies
29/01/2017,DCC WEST HILL PRIMARY SCHOOL,B & Q 1049,0.00,0.00,Building Materials,Timber & building supplies
29/01/2017,DCC WEST HILL PRIMARY SCHOOL,B & Q 1049,0.00,0.00,Building Materials,Timber & building supplies
29/01/2017,DCC WHITCHURCH - C 0559309,WM MORRISONS,11.68,0.00,General Retail and Wholesale,Grocery stores
29/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,65.46,0.00,Books and Periodicals,Book stores
29/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,37.86,0.00,General Retail and Wholesale,Miscellaneous retail
29/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,114.47,0.00,General Retail and Wholesale,Miscellaneous retail
29/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,28.28,0.00,General Retail and Wholesale,Miscellaneous retail
30/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,99.99,0.00,Mail Order / Direct Selling,Direct sales companies
30/01/2017,DCC - EXETER LEARNING DIS,C BREWER & SONS LT,144.92,0.00,Building Materials,Timber & building supplies
30/01/2017,DCC - EXETER LEARNING DIS,C BREWER & SONS LT,0.00,0.00,Building Materials,Timber & building supplies
30/01/2017,DCC - EXETER LEARNING DIS,C BREWER & SONS LT,0.00,0.00,Building Materials,Timber & building supplies
30/01/2017,DCC - EXETER LEARNING DIS,C BREWER & SONS LT,0.00,0.00,Building Materials,Timber & building supplies
30/01/2017,DCC - EXETER LEARNING DIS,C BREWER & SONS LT,0.00,0.00,Building Materials,Timber & building supplies
30/01/2017,DCC - EXETER LEARNING DIS,C BREWER & SONS LT,0.00,0.00,Building Materials,Timber & building supplies
30/01/2017,DCC - EXETER LEARNING DIS,C BREWER & SONS LT,0.00,0.00,Building Materials,Timber & building supplies
30/01/2017,DCC - EXETER LEARNING DIS,C BREWER & SONS LT,0.00,0.00,Building Materials,Timber & building supplies
30/01/2017,DCC BEACON PRIM-CP0677493GBP,TESCO STORE 2487,83.77,0.00,General Retail and Wholesale,Grocery stores
30/01/2017,DCC COURT OF PROTECT-C 0509893,CITIZENCARD,15.00,0.00,Statutory Bodies,Government services
30/01/2017,DCC EXWICK HEIGHT-CP0675776GBP,WWW.INTERNET-WORKWEAR.,53.80,0.00,Business Clothing and Footwear,Uniforms & commercial clothing
30/01/2017,DCC LEASE DAY CENTRE,HOTPOINT/SPARE.COM,-12.66,0.00,General Retail and Wholesale,Household appliance stores
30/01/2017,DCC PARK SCHOOL-CP0629582GBP,WWW.GWR.COM,91.10,0.00,Travel - Air/Rail/Road,Passenger railways
30/01/2017,DCC SWIMBRIDGE PRMRY SCHOOL-NO,Amazon UK Marketplace,23.00,0.00,General Retail and Wholesale,Miscellaneous retail
30/01/2017,DCC WHITCHURCH - C 0559309,WM MORRISONS,10.90,0.00,General Retail and Wholesale,Grocery stores
30/01/2017,DCC WILLAND SCH-C 0509473,Amazon UK Marketplace,5.22,0.00,Books and Periodicals,Book stores
30/01/2017,DCC WILLAND SCH-C 0509473,Amazon UK Marketplace,15.32,0.00,Books and Periodicals,Book stores
30/01/2017,DCC WILLAND SCH-C 0509473,Amazon UK Marketplace,24.69,0.00,General Retail and Wholesale,Miscellaneous retail
30/01/2017,DCC WILLAND SCH-C 0509473,PAYPAL  PRM CLSSTLS,6.00,0.00,Leisure Activities,Theatres and ticket agencies
30/01/2017,DCC WILLAND SCH-C 0509473,PAYPAL  PRM CLSSTLS,5.00,0.00,Leisure Activities,Theatres and ticket agencies
30/01/2017,DCC-RATCLIFFE SCH-C- 0503860,Amazon UK Marketplace,20.45,0.00,General Retail and Wholesale,Miscellaneous retail
30/01/2017,DECOY PRIMARY-CP0636389GBP,BOOKER LIMITED NEWTON ABB,45.95,0.00,Catering and Catering Supplies,Caterers
30/01/2017,DECOY PRIMARY-CP0636389GBP,TESCO STORE 2920,28.79,0.00,General Retail and Wholesale,Grocery stores
30/01/2017,DEVON COUNTY COUNCIL- MARLAND,"Amazon Svcs Europe,SAR",2.80,0.00,Books and Periodicals,Book stores
30/01/2017,DEVON COUNTY COUNCIL- MARLAND,Amazon UK Marketplace,29.36,0.00,Books and Periodicals,Book stores
30/01/2017,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,142.28,0.00,General Retail and Wholesale,Grocery stores
30/01/2017,DEVON COUNTY COUNCIL- MARLAND,Amazon UK Marketplace,2.73,0.00,General Retail and Wholesale,Miscellaneous retail
30/01/2017,DEVON COUNTY COUNCIL- MARLAND,AMAZON UK RETAIL AMAZON.C,8.99,0.00,General Retail and Wholesale,Miscellaneous retail
31/01/2017,D C C WESTCROFT JUNIOR SCHOOL,ARGOS RETAIL GROUP,58.94,0.00,General Retail and Wholesale,Discount stores
31/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,53.38,0.00,Mail Order / Direct Selling,Direct sales companies
31/01/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,53.38,0.00,Mail Order / Direct Selling,Direct sales companies
31/01/2017,DCC - TOTNES DIST-CP0666223GBP,TVLICENSING.CO.UK,145.50,0.00,Professional Services,Consultants & public relation services
31/01/2017,DCC - TOTNES DIST-CP0666223GBP,TVLICENSING.CO.UK,145.50,0.00,Professional Services,Consultants & public relation services
31/01/2017,DCC - TOTNES DIST-CP0666223GBP,TVLICENSING.CO.UK,145.50,0.00,Professional Services,Consultants & public relation services
31/01/2017,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,64.75,0.00,Statutory Bodies,Government services
31/01/2017,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,-18.50,0.00,Statutory Bodies,Government services
31/01/2017,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,-9.25,0.00,Statutory Bodies,Government services
31/01/2017,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,-27.75,0.00,Statutory Bodies,Government services
31/01/2017,DCC BEACON PRIM-CP0677493GBP,TESCO STORE 2487,-2.00,0.00,General Retail and Wholesale,Grocery stores
31/01/2017,DCC EXETER CHILD-CP0670651GBP,HOTEL PAID VIA EVIIVO,80.00,0.00,Miscellaneous Industrial/Commercial Supplies,Misc business services
31/01/2017,DCC EXETER CHILD-CP0670651GBP,PLYMOUTH REGISTER,21.00,0.00,Statutory Bodies,Government services
31/01/2017,DCC KING EDWARD VI COMMUNITY C,PAYPAL  TEN TORS,660.00,0.00,Training and Educational,Schools
31/01/2017,DCC SOUTH MOLTON COMMUNITY COL,BOOKDEPOSITORY.COM,34.54,0.00,Books and Periodicals,Book stores
31/01/2017,DCC SOUTH MOLTON COMMUNITY COL,WWW.ENG.RBA.ES,18.47,0.00,Print and Advertising,Publishing & printing services
31/01/2017,DCC STOKE CANON PRI 0478811,WWW.EXETER.AC.UK,35.00,0.00,Training and Educational,Colleges & universities
31/01/2017,DCC WHITCHURCH - C 0559309,POST OFFICE COUNTER,12.98,0.00,Mail and Courier Services,Postal services
31/01/2017,DCC WILLAND SCH-C 0509473,TESCO STORES 5138,47.46,0.00,General Retail and Wholesale,Grocery stores
31/01/2017,DEVON COUNTY COUNCIL- MARLAND,LOGMEININC.COM,251.99,0.00,Computer Equipment & Services,Computer network information services
01/02/2017,D C C WESTCROFT JUNIOR SCHOOL,AMAZON UK RETAIL AMAZON.C,75.97,0.00,General Retail and Wholesale,Miscellaneous retail
01/02/2017,DCC COURT OF PROTECT-C 0509893,WWW.HIGOS.CO.UK,131.35,0.00,Financial Services,"Insurance sales, underwritering, premiums"
01/02/2017,DCC KING EDWARD VI COMMUNITY C,TTROCKSTARSCOM,103.80,0.00,Training and Educational,Schools
01/02/2017,DCC PARK SCHOOL-CP0629582GBP,AMZ CCL Computers Lt,46.09,0.00,Computer Equipment & Services,Computer network information services
01/02/2017,DCC PARK SCHOOL-CP0629582GBP,COMPUTERSCIENCEUKCOM,79.99,0.00,Computer Equipment & Services,"Programming, data processing & system design"
01/02/2017,DCC PARK SCHOOL-CP0629582GBP,THEPIHUT,38.50,0.00,General Retail and Wholesale,Electronics shops
01/02/2017,DCC PARK SCHOOL-CP0629582GBP,THEPIHUT,38.50,0.00,General Retail and Wholesale,Electronics shops
01/02/2017,DCC PARK SCHOOL-CP0629582GBP,THEPIHUT,20.50,0.00,General Retail and Wholesale,Electronics shops
01/02/2017,DCC PARK SCHOOL-CP0629582GBP,WWW.EASYLOCKS.CO.UK,82.07,0.00,General Retail and Wholesale,Hardware stores
01/02/2017,DCC SOUTH MOLTON COMMUNITY COL,OYSTER RENEW WEB,-25.00,0.00,Travel - Air/Rail/Road,Passenger railways
01/02/2017,DCC STOKE CANON PRI 0478811,WWW.EXETER.AC.UK,35.00,0.00,Training and Educational,Colleges & universities
01/02/2017,DCC WEST HILL PRIMARY SCHOOL,CES,70.80,0.00,General Retail and Wholesale,Hardware stores
01/02/2017,DCC WHITCHURCH - C 0559309,POST OFFICE COUNTER,55.00,0.00,Mail and Courier Services,Postal services
01/02/2017,DCC WILLAND SCH-C 0509473,ETI LTD,33.00,0.00,Miscellaneous Industrial/Commercial Supplies,Misc Industrial supplies
01/02/2017,DCC-ROSEBANK DAY-C 0531221,TESCO STORES 6269,95.00,0.00,General Retail and Wholesale,Grocery stores
01/02/2017,DCC-STICKLEPATH-CP0660198GBP,Amazon UK Marketplace,8.98,0.00,General Retail and Wholesale,Miscellaneous retail
01/02/2017,DCC-STICKLEPATH-CP0660198GBP,Amazon UK Marketplace,87.12,0.00,General Retail and Wholesale,Miscellaneous retail
01/02/2017,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,51.87,0.00,General Retail and Wholesale,Grocery stores
02/02/2017,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,13.58,0.00,Books and Periodicals,Book stores
02/02/2017,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,48.00,0.00,General Retail and Wholesale,Grocery stores
02/02/2017,DCC HATHERLEIGH PS-C 0514362,Amazon UK Marketplace,11.10,0.00,General Retail and Wholesale,Miscellaneous retail
02/02/2017,DCC LEASE DAY CENTRE,HTTP://WWW.TACCHI-MORR,20.00,0.00,General Retail and Wholesale,Art dealers & galleries
02/02/2017,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Marketplace,11.96,0.00,General Retail and Wholesale,Miscellaneous retail
02/02/2017,DCC PARK SCHOOL-CP0629582GBP,HBH WOOLACOTTS,254.99,0.00,General Retail and Wholesale,Electronics shops
02/02/2017,DCC WILLAND SCH-C 0509473,Amazon UK Marketplace,25.77,0.00,General Retail and Wholesale,Miscellaneous retail
02/02/2017,DCC WILLAND SCH-C 0509473,Amazon UK Marketplace,31.13,0.00,General Retail and Wholesale,Miscellaneous retail
02/02/2017,DCC WILLAND SCH-C 0509473,TESCO STORES 5138,48.56,0.00,General Retail and Wholesale,Grocery stores
02/02/2017,DCC WILLAND SCH-C 0509473,TESCO STORES 5663,7.50,0.00,General Retail and Wholesale,Grocery stores
02/02/2017,DCC-BARLEY LANE SCH-C0611313,WWW.ICO.GOV.UK,35.00,0.00,Statutory Bodies,Government services
02/02/2017,WEST EXE TECHNOLOGY COLLEGE,ROYAL MAIL SAMEDAY,32.40,0.00,Mail and Courier Services,Postal services
03/02/2017,D C C WESTCROFT JUNIOR SCHOOL,ARGOS DIRECT,-49.99,0.00,Mail Order / Direct Selling,Catalogue sales
03/02/2017,DCC HATHERLEIGH PS-C 0514362,AMAZON UK RETAIL AMAZON.C,8.98,0.00,General Retail and Wholesale,Miscellaneous retail
03/02/2017,DCC KING EDWARD VI COMMUNITY C,MYMEMORYLTD,45.98,0.00,General Retail and Wholesale,Electronics shops
03/02/2017,DCC LEASE DAY CENTRE,Amazon UK Marketplace,3.94,0.00,Books and Periodicals,Book stores
03/02/2017,DCC PARK SCHOOL-CP0629582GBP,SAINSBURY'S S/MKT,108.60,0.00,General Retail and Wholesale,Grocery stores
03/02/2017,DCC PARK SCHOOL-CP0629582GBP,PROTO-PIC.CO.UK,7.37,0.00,General Retail and Wholesale,Electronics shops
03/02/2017,DCC ST HORRABRIDGE-C 0514361,TESCO STORES 4429,12.55,0.00,General Retail and Wholesale,Grocery stores
03/02/2017,DCC STOKE CANON PRI 0478811,Amazon UK Marketplace,145.00,0.00,Books and Periodicals,Book stores
03/02/2017,DCC STOKE CANON PRI 0478811,AMAZON UK RETAIL AMAZON.C,14.57,0.00,General Retail and Wholesale,Miscellaneous retail
03/02/2017,DCC WILLAND SCH-C 0509473,Amazon UK Marketplace,14.94,0.00,General Retail and Wholesale,Miscellaneous retail
03/02/2017,DCC WILLAND SCH-C 0509473,ROYAL MAIL PRE-PAY,3.50,0.00,Mail and Courier Services,Postal services
