Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
30/04/2018,BERE ALSTON PRIM-CP0685610GBP,TAXIFIRST,50,0,Travel - Air/Rail/Road,Taxicabs & limousines
30/04/2018,BERE ALSTON PRIM-CP0685610GBP,TAXIFIRST,-50,0,Travel - Air/Rail/Road,Taxicabs & limousines
01/05/2018,BERE ALSTON PRIM-CP0685610GBP,Amazon UK Marketplace,9.98,0,Books and Periodicals,Book stores
02/05/2018,BERE ALSTON PRIM-CP0685610GBP,Amazon UK Marketplace,4.99,0,Books and Periodicals,Book stores
02/05/2018,BERE ALSTON PRIM-CP0685610GBP,Amazon UK Marketplace,14.45,0,Books and Periodicals,Book stores
11/05/2018,BERE ALSTON PRIM-CP0685610GBP,Amazon UK Retail,22.1,0,Mail Order / Direct Selling,Direct sales companies
15/05/2018,BERE ALSTON PRIM-CP0685610GBP,Amazon UK Marketplace,17.94,0,Books and Periodicals,Book stores
23/04/2018,CHUDLEIGH-CP0685924GBP,TRAGO MILLS,30.03,0,Automotive Fuel,Service stations
25/04/2018,CHUDLEIGH-CP0685924GBP,CO-OP GROUP 160645,18.78,0,General Retail and Wholesale,Grocery stores
27/04/2018,CHUDLEIGH-CP0685924GBP,ROYAL MAIL CHARGES,1.5,0,Mail and Courier Services,Postal services
30/04/2018,CHUDLEIGH-CP0685924GBP,ASDA GROCERIES ONLINE,105.58,0,General Retail and Wholesale,Grocery stores
02/05/2018,CHUDLEIGH-CP0685924GBP,ROCKETGARDENS.CO.UK,49,0,Estate and Garden Services,Lawn & garden supply/nursery
03/05/2018,CHUDLEIGH-CP0685924GBP,Amazon UK Retail,28.69,0,Mail Order / Direct Selling,Direct sales companies
04/05/2018,CHUDLEIGH-CP0685924GBP,Amazon UK Marketplace,8.99,0,Books and Periodicals,Book stores
04/05/2018,CHUDLEIGH-CP0685924GBP,CO-OP GROUP 160645,2.06,0,General Retail and Wholesale,Grocery stores
04/05/2018,CHUDLEIGH-CP0685924GBP,LLOYDS PHARMACY,9.39,0,Medical Supplies and Services,Chemists & pharmacies
10/05/2018,CHUDLEIGH-CP0685924GBP,BAKER ROSS LTD,40.96,0,General Retail and Wholesale,Art & craft shops
12/05/2018,CHUDLEIGH-CP0685924GBP,TESCO STORE 2920,28.6,0,General Retail and Wholesale,Grocery stores
21/05/2018,CHUDLEIGH-CP0685924GBP,TRAGO MILLS,40,0,Automotive Fuel,Service stations
23/04/2018,COUNTESS WEAR PRI-CP0681219GBP,TESCO STORE 2487,161.04,0,General Retail and Wholesale,Grocery stores
30/04/2018,COUNTESS WEAR PRI-CP0681219GBP,TESCO STORE 2487,93.09,0,General Retail and Wholesale,Grocery stores
01/05/2018,COUNTESS WEAR PRI-CP0681219GBP,PLUMB CENTER LGC,13.14,0,Building Services,"Heating, plumbing & air conditioning"
01/05/2018,COUNTESS WEAR PRI-CP0681219GBP,PLUMB CENTER LGC,0,0,Building Services,"Heating, plumbing & air conditioning"
01/05/2018,COUNTESS WEAR PRI-CP0681219GBP,PLUMB CENTER LGC,0,0,Building Services,"Heating, plumbing & air conditioning"
01/05/2018,COUNTESS WEAR PRI-CP0681219GBP,PLUMB CENTER LGC,0,0,Building Services,"Heating, plumbing & air conditioning"
02/05/2018,COUNTESS WEAR PRI-CP0681219GBP,AMZ Music Store prof,120,0,Computer Equipment & Services,Computer network information services
08/05/2018,COUNTESS WEAR PRI-CP0681219GBP,TESCO STORE 2487,141.75,0,General Retail and Wholesale,Grocery stores
14/05/2018,COUNTESS WEAR PRI-CP0681219GBP,TESCO STORE 2487,93.88,0,General Retail and Wholesale,Grocery stores
21/05/2018,COUNTESS WEAR PRI-CP0681219GBP,TESCO STORE 2487,113.83,0,General Retail and Wholesale,Grocery stores
22/05/2018,COUNTESS WEAR PRI-CP0681219GBP,WWW.ICO.GOV.UK,35,0,Statutory Bodies,Government services
24/04/2018,D C C WESTCROFT JUNIOR SCHOOL,WATERSTONES.COM,8.3,0,Books and Periodicals,Book stores
24/04/2018,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,53.82,0,Books and Periodicals,Book stores
25/04/2018,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,9.4,0,Books and Periodicals,Book stores
25/04/2018,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,27.94,0,Books and Periodicals,Book stores
27/04/2018,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Retail,19.65,0,Mail Order / Direct Selling,Direct sales companies
01/05/2018,D C C WESTCROFT JUNIOR SCHOOL,WWW.OFFICEFURNITUREONL,136.8,0,General Retail and Wholesale,Furniture & home furnishing
03/05/2018,D C C WESTCROFT JUNIOR SCHOOL,WATERSTONES.COM,4.15,0,Books and Periodicals,Book stores
03/05/2018,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,49.99,0,Books and Periodicals,Book stores
03/05/2018,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,6.4,0,Books and Periodicals,Book stores
04/05/2018,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,10.99,0,Books and Periodicals,Book stores
04/05/2018,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,15.8,0,Books and Periodicals,Book stores
04/05/2018,D C C WESTCROFT JUNIOR SCHOOL,SIMON JERSEY,66.56,0,Business Clothing and Footwear,Uniforms & commercial clothing
08/05/2018,D C C WESTCROFT JUNIOR SCHOOL,AMAZON EU AMAZON.CO.UK,93.14,0,General Retail and Wholesale,Miscellaneous retail
09/05/2018,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,6.76,0,Books and Periodicals,Book stores
10/05/2018,D C C WESTCROFT JUNIOR SCHOOL,WATERSTONES.COM,8.3,0,Books and Periodicals,Book stores
17/05/2018,D C C WESTCROFT JUNIOR SCHOOL,ASDA BIDEFORD 4356,60,0,General Retail and Wholesale,Grocery stores
23/04/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,112.79,0,General Retail and Wholesale,Grocery stores
24/04/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,4.6,0,General Retail and Wholesale,Grocery stores
24/04/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,13.8,0,General Retail and Wholesale,Grocery stores
25/04/2018,DCC - AXE BEACON-CP0697835GBP,LIDL UK  SIDMOUTH,6.58,0,General Retail and Wholesale,Grocery stores
26/04/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,31.19,0,General Retail and Wholesale,Grocery stores
27/04/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,14,0,General Retail and Wholesale,Grocery stores
30/04/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,122.3,0,General Retail and Wholesale,Grocery stores
30/04/2018,DCC - AXE BEACON-CP0697835GBP,CO-OP GROUP 070533,7.59,0,General Retail and Wholesale,Grocery stores
03/05/2018,DCC - AXE BEACON-CP0697835GBP,Amazon UK Marketplace,60.9,0,Books and Periodicals,Book stores
03/05/2018,DCC - AXE BEACON-CP0697835GBP,CO-OP GROUP 380003,4,0,General Retail and Wholesale,Grocery stores
03/05/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,29.84,0,General Retail and Wholesale,Grocery stores
03/05/2018,DCC - AXE BEACON-CP0697835GBP,WWW.MUSICLINE-LTD.COM,162,0,Miscellaneous Industrial/Commercial Supplies,Misc business services
04/05/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,3.75,0,General Retail and Wholesale,Grocery stores
06/05/2018,DCC - AXE BEACON-CP0697835GBP,W M MORRISON,18.61,0,General Retail and Wholesale,Grocery stores
08/05/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,54.24,0,General Retail and Wholesale,Grocery stores
10/05/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,41.96,0,General Retail and Wholesale,Grocery stores
14/05/2018,DCC - AXE BEACON-CP0697835GBP,CO-OP GROUP 380003,3.5,0,General Retail and Wholesale,Grocery stores
14/05/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,93.96,0,General Retail and Wholesale,Grocery stores
14/05/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,-3.64,0,General Retail and Wholesale,Grocery stores
14/05/2018,DCC - AXE BEACON-CP0697835GBP,BIGDUG LIMITED,141.6,0,Miscellaneous Industrial/Commercial Supplies,Hardware Equipment & Suppliers
15/05/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,5.5,0,General Retail and Wholesale,Grocery stores
15/05/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,3.14,0,General Retail and Wholesale,Grocery stores
16/05/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,27.73,0,General Retail and Wholesale,Grocery stores
16/05/2018,DCC - AXE BEACON-CP0697835GBP,Amazon UK Retail,44.18,0,Mail Order / Direct Selling,Direct sales companies
17/05/2018,DCC - AXE BEACON-CP0697835GBP,WATERSTONES.COM,12.7,0,Books and Periodicals,Book stores
17/05/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,15,0,General Retail and Wholesale,Grocery stores
17/05/2018,DCC - AXE BEACON-CP0697835GBP,Amazon UK Retail,23.39,0,Mail Order / Direct Selling,Direct sales companies
21/05/2018,DCC - AXE BEACON-CP0697835GBP,BOOKER LIMITED EXETER,18.92,0,Catering and Catering Supplies,Caterers
21/05/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,94.5,0,General Retail and Wholesale,Grocery stores
21/05/2018,DCC - AXE BEACON-CP0697835GBP,TESCO-STORES 6457,6.92,0,General Retail and Wholesale,Grocery stores
30/04/2018,DCC - CAREY FEDER-CP0687759GBP,EE TOP UP VESTA,10,0,Telecommunication Services,Phone services
01/05/2018,DCC - CAREY FEDER-CP0687759GBP,AMAZON EU AMAZON.CO.UK,38.7,0,General Retail and Wholesale,Miscellaneous retail
01/05/2018,DCC - CAREY FEDER-CP0687759GBP,AMAZON EU AMAZON.CO.UK,194.65,0,General Retail and Wholesale,Miscellaneous retail
10/05/2018,DCC - CAREY FEDER-CP0687759GBP,POST OFFICE COUNTER,66.6,0,Mail and Courier Services,Postal services
14/05/2018,DCC - CAREY FEDER-CP0687759GBP,Amazon UK Marketplace,9.95,0,Books and Periodicals,Book stores
14/05/2018,DCC - CAREY FEDER-CP0687759GBP,Amazon UK Retail,7.96,0,Mail Order / Direct Selling,Direct sales companies
15/05/2018,DCC - CAREY FEDER-CP0687759GBP,Amazon UK Marketplace,29.9,0,Books and Periodicals,Book stores
